"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
5.6,0,0,12.3373636660618,-13.0536277025953
5.6,0,2,12.2371773626296,-13.2950412668231
5.6,0,4,12.065686758687,-13.6287662066227
5.6,0,6,11.8226261061379,-14.0539689744958
5.6,0,8,11.5075841613282,-14.5554541049105
5.6,0,10,11.1199978820268,-15.1045446663129
5.6,0,12,10.6591299979062,-15.6615971397812
5.6,0,14,10.1240216517244,-16.1809098308217
5.6,0,16,9.51340891590269,-16.6183869019955
5.6,0,18,8.82558912035041,-16.9412113711941
5.6,0,20,8.05821906407761,-17.1372425331439
5.6,0,22,7.20802131867674,-17.2204619157824
5.6,0,24,6.2703650025131,-17.2289340829411
5.6,0,26,5.23866978747575,-17.2146520227045
5.6,0,28,4.10354902895249,-17.2283560772655
5.6,0,30,2.8515448847844,-17.3029781451688
5.6,0,32,1.46318400973713,-17.4366298107545
5.6,0,34,-0.090172310517444,-17.5754512892023
5.6,0,36,-1.85176037599463,-17.6061154258924
5.6,0,38,-3.88947663575007,-17.3867839709479
5.6,0,40,-6.31604999075219,-16.8328125462147
5.6,0,42,-9.3325336674205,-15.9880395719209
5.6,0,44,-13.3168888005136,-14.9909704623795
5.6,0,46,-18.666818171613,-13.9838440472205
5.6,0,48,-20.5481451853226,-13.0620422685397
5.6,0,50,-16.0979651716744,-12.2731581349568
5.6,0,52,-12.6589913992808,-11.6328277157097
5.6,0,54,-10.3519004889762,-11.1387797832757
5.6,0,56,-8.72785141184085,-10.7796946737083
5.6,0,58,-7.54204198103143,-10.5402422367698
5.6,0,60,-6.65851980063287,-10.4039380434183
5.6,0,62,-5.99485071412029,-10.3548396974203
5.6,0,64,-5.49684999032135,-10.3785917344055
5.6,0,66,-5.12646398262232,-10.4630344206315
5.6,0,68,-4.85560406199567,-10.5984639719589
5.6,0,70,-4.6628688342507,-10.777604043912
5.6,0,72,-4.53173569851561,-10.9953651250532
5.6,0,74,-4.44950126989243,-11.2484874406362
5.6,0,76,-4.40658095805501,-11.5351616028894
5.6,0,78,-4.39595920836789,-11.8546979481098
5.6,0,80,-4.4126944420621,-12.2072818331141
5.6,0,82,-4.45345340839939,-12.5938212267926
5.6,0,84,-4.51608694098971,-13.0158716346809
5.6,0,86,-4.59926917449754,-13.4756114186382
5.6,0,88,-4.70221402007392,-13.9758337714559
5.6,0,90,-4.82446642850249,-14.5199160328924
5.6,0,92,-4.96575032972099,-15.1117212753339
5.6,0,94,-5.12584521247152,-15.7553825441977
5.6,0,96,-5.30446068350427,-16.4549201192784
5.6,0,98,-5.50108234145571,-17.213650607249
5.6,0,100,-5.71477139410408,-18.0333656514881
5.6,0,102,-5.94391331700789,-18.9132788209979
5.6,0,104,-6.18592685958581,-19.8487136479362
5.6,0,106,-6.43696375601657,-20.8292779015604
5.6,0,108,-6.69165109220779,-21.8354749835367
5.6,0,110,-6.94294957244014,-22.8308334462695
5.6,0,112,-7.18221413564433,-23.7441967359797
5.6,0,114,-7.39953437772322,-24.4403685667442
5.6,0,116,-7.58438451572502,-24.7074999371424
5.6,0,118,-7.72652065936911,-24.342465733873
5.6,0,120,-7.81695210822874,-23.3311065502981
5.6,0,122,-7.84874634325629,-21.8836982511135
5.6,0,124,-7.81747466062033,-20.2609900798176
5.6,0,126,-7.72127956777711,-18.6428800703198
5.6,0,128,-7.56075752434906,-17.1204144808219
5.6,0,130,-7.33895231501128,-15.7290325428771
5.6,0,132,-7.06164777316657,-14.4754013102183
5.6,0,134,-6.73788006274118,-13.3525097940241
5.6,0,136,-6.38033869751787,-12.3476383302579
5.6,0,138,-6.00528174244306,-11.4468879733175
5.6,0,140,-5.63180031266007,-10.6380358332727
5.6,0,142,-5.28058495758656,-9.91227094302462
5.6,0,144,-4.97255815717977,-9.26481023932072
5.6,0,146,-4.72773874259909,-8.69430516528157
5.6,0,148,-4.56455290488502,-8.2011200920085
5.6,0,150,-4.49962904148187,-7.78477019185792
5.6,0,152,-4.54799767100989,-7.44091621552252
5.6,0,154,-4.72358046305795,-7.15838500008785
5.6,0,156,-5.03987021804672,-6.91692355045541
5.6,0,158,-5.51074743809129,-6.68694094897911
5.6,0,160,-6.15143282774237,-6.43302209593444
5.6,0,162,-6.9796381266825,-6.12236248631469
5.6,0,164,-8.01706348016827,-5.73626500579371
5.6,0,166,-9.29152510507877,-5.27889347142712
5.6,0,168,-10.8402171247707,-4.77747014221288
5.6,0,170,-12.7148807842324,-4.27397720028375
5.6,0,172,-14.9892616424985,-3.81421489328531
5.6,0,174,-17.7623708545936,-3.43993210443008
5.6,0,176,-21.0933601191084,-3.18575899900722
5.6,0,178,-24.4274494558173,-3.07970522215825
5.6,0,180,-25.1627185761764,-3.14543599780702
5.6,90,-180,-25.1627185761764,-3.14543599780702
5.6,90,-178,-25.3999324422043,-3.32980374400132
5.6,90,-176,-23.4469563641253,-3.66581804171351
5.6,90,-174,-21.0695943477585,-4.16078783362507
5.6,90,-172,-18.9850530893814,-4.82443116402096
5.6,90,-170,-17.2410649010642,-5.66952498603223
5.6,90,-168,-15.7652134714101,-6.71255385898842
5.6,90,-166,-14.4881900544777,-7.97419108420459
5.6,90,-164,-13.3600211261866,-9.47896298989728
5.6,90,-162,-12.3477183255603,-11.251866535068
5.6,90,-160,-11.4307274257316,-13.3045718221988
5.6,90,-158,-10.5969339563214,-15.5884680818544
5.6,90,-156,-9.83959112667058,-17.8638487801463
5.6,90,-154,-9.15513033697517,-19.5210609377132
5.6,90,-152,-8.54172440744647,-19.9310560185285
5.6,90,-150,-7.9984322923688,-19.3370646462945
5.6,90,-148,-7.52473896926525,-18.4272079829666
5.6,90,-146,-7.12031684497056,-17.5628273343694
5.6,90,-144,-6.78486974640658,-16.8191655703962
5.6,90,-142,-6.51796721404192,-16.1703483810478
5.6,90,-140,-6.3188248386688,-15.5757726939418
5.6,90,-138,-6.18602720187926,-15.0093382860534
5.6,90,-136,-6.11721878278378,-14.4644206763768
5.6,90,-134,-6.10880483423357,-13.9484531276062
5.6,90,-132,-6.1557123438018,-13.4750874243856
5.6,90,-130,-6.25126543883761,-13.0584017241375
5.6,90,-128,-6.3872320621174,-12.7102247940396
5.6,90,-126,-6.55409596145535,-12.4396513632339
5.6,90,-124,-6.74159032414361,-12.2534583695726
5.6,90,-122,-6.93948484418897,-12.1565695100368
5.6,90,-120,-7.13854266416472,-12.1522324695635
5.6,90,-118,-7.33147441441216,-12.2418904934862
5.6,90,-116,-7.51365527941914,-12.4248425693485
5.6,90,-114,-7.68338552700482,-12.6977754922317
5.6,90,-112,-7.84158157353706,-13.054194036861
5.6,90,-110,-7.99094366582525,-13.4837229872082
5.6,90,-108,-8.13478228459083,-13.9712391861794
5.6,90,-106,-8.2757416036396,-14.4958478463899
5.6,90,-104,-8.41463435801065,-15.0298991226765
5.6,90,-102,-8.54954419114289,-15.5386041700762
5.6,90,-100,-8.67531070299518,-15.9813015243063
5.6,90,-98,-8.78351136146371,-16.3156508901143
5.6,90,-96,-8.86307162980998,-16.5051706201825
5.6,90,-94,-8.90160867480026,-16.5281290046934
5.6,90,-92,-8.8874715549118,-16.3833840666429
5.6,90,-90,-8.81216247475255,-16.0894777746121
5.6,90,-88,-8.67252258712609,-15.6775715538109
5.6,90,-86,-8.47197525058259,-15.1825062998207
5.6,90,-84,-8.22040774969669,-14.6360260132752
5.6,90,-82,-7.93282446845192,-14.0635069840756
5.6,90,-80,-7.62736747009326,-13.483430792815
5.6,90,-78,-7.32340319146782,-12.9082998577641
5.6,90,-76,-7.04014946776493,-12.3460378528209
5.6,90,-74,-6.7959966778488,-11.8013928197851
5.6,90,-72,-6.6084540072854,-11.2771728419441
5.6,90,-70,-6.49457970048531,-10.7752833475567
5.6,90,-68,-6.47179312056064,-10.2975692338033
5.6,90,-66,-6.55906422998864,-9.84645406797365
5.6,90,-64,-6.77861092541087,-9.42535120151784
5.6,90,-62,-7.15842664939676,-9.03881883339848
5.6,90,-60,-7.73627996818866,-8.69244935532288
5.6,90,-58,-8.56641120969248,-8.39251633421971
5.6,90,-56,-9.73113626060061,-8.14543604561195
5.6,90,-54,-11.3599145757099,-7.95712108238476
5.6,90,-52,-13.6429118450498,-7.83230594565609
5.6,90,-50,-16.6222743656249,-7.77391340122099
5.6,90,-48,-18.2335360782345,-7.78251633018457
5.6,90,-46,-15.1486287266917,-7.85594278662647
5.6,90,-44,-11.1158756246752,-7.98907631675061
5.6,90,-42,-7.80548514937235,-8.17391556740625
5.6,90,-40,-5.12075131914109,-8.39996495188137
5.6,90,-38,-2.87551780512569,-8.65501408848454
5.6,90,-36,-0.946285002707042,-8.92631113364074
5.6,90,-34,0.744503423967759,-9.202039045975
5.6,90,-32,2.24668421028446,-9.47288214087479
5.6,90,-30,3.59329584782326,-9.73336556130459
5.6,90,-28,4.80687534869212,-9.98261521742612
5.6,90,-26,5.90319752374168,-10.2242564489778
5.6,90,-24,6.89358413692764,-10.4653408247651
5.6,90,-22,7.78637864740897,-10.7144098201129
5.6,90,-20,8.58790978636667,-10.9789986192421
5.6,90,-18,9.30312741765134,-11.2630102108702
5.6,90,-16,9.93602041465093,-11.5644724355767
5.6,90,-14,10.4898859107911,-11.8742874608016
5.6,90,-12,10.9674961467984,-12.1766784208696
5.6,90,-10,11.3711951874541,-12.4519172800065
5.6,90,-8,11.702948889619,-12.6812246434187
5.6,90,-6,11.9643655013456,-12.8524322514901
5.6,90,-4,12.1566999759819,-12.9639621190646
5.6,90,-2,12.2808518212507,-13.0252186412341
5.6,90,0,12.3373636660618,-13.0536277025953
5.6,90,2,12.3264254575909,-13.0704395220554
5.6,90,4,12.2478871185656,-13.0974492617207
5.6,90,6,12.1012804649796,-13.1554252999885
5.6,90,8,11.8858490991452,-13.2637381613248
5.6,90,10,11.6005827644164,-13.4402433990235
5.6,90,12,11.2442502143666,-13.7007264154787
5.6,90,14,10.81542198778,-14.0576755082349
5.6,90,16,10.3124716194407,-14.5184815457891
5.6,90,18,9.73354082750156,-15.0833225635394
5.6,90,20,9.07645115804759,-15.7431220048484
5.6,90,22,8.33854131146755,-16.4782156733997
5.6,90,24,7.51640526538119,-17.2586312488867
5.6,90,26,6.60549951419216,-18.0466126692349
5.6,90,28,5.59957417425097,-18.8004198447253
5.6,90,30,4.48985410811167,-19.4759665764015
5.6,90,32,3.26383644226745,-20.0230128782693
5.6,90,34,1.90344701874279,-20.3797310780472
5.6,90,36,0.382037367373638,-20.4802395683362
5.6,90,38,-1.34087611000307,-20.2861605955212
5.6,90,40,-3.32963823111594,-19.821843594499
5.6,90,42,-5.69362991416287,-19.1727304789553
5.6,90,44,-8.63852853030308,-18.4452948781476
5.6,90,46,-12.6172031036357,-17.7280346521777
5.6,90,48,-18.9103004038649,-17.076745860097
5.6,90,50,-26.9485626062972,-16.5176489147089
5.6,90,52,-18.4175297140994,-16.0559560858798
5.6,90,54,-13.6294919096187,-15.6835880711991
5.6,90,56,-10.791128188354,-15.3846055236585
5.6,90,58,-8.86938282227726,-15.1386729417269
5.6,90,60,-7.47920553274239,-14.9231676026196
5.6,90,62,-6.43930288012784,-14.714525462432
5.6,90,64,-5.65072622496449,-14.4894380767018
5.6,90,66,-5.05374945975506,-14.226499244714
5.6,90,68,-4.60947442895442,-13.908602477216
5.6,90,70,-4.29092276049258,-13.5257133292051
5.6,90,72,-4.0783105017323,-13.0769272515246
5.6,90,74,-3.95636640872962,-12.5706401834606
5.6,90,76,-3.91272932879167,-12.0224943803353
5.6,90,78,-3.93695207978761,-11.4519138594235
5.6,90,80,-4.01986677977148,-10.8785828570572
5.6,90,82,-4.15318055649185,-10.3198836444817
5.6,90,84,-4.32923077919836,-9.78959368842711
5.6,90,86,-4.54086108240775,-9.29760609212955
5.6,90,88,-4.78139535833062,-8.85025511117299
5.6,90,90,-5.04469255461337,-8.45088463052834
5.6,90,92,-5.32526399904148,-8.10043119190434
5.6,90,94,-5.61842966399875,-7.79791297197511
5.6,90,96,-5.920482721108,-7.54079627673722
5.6,90,98,-6.2288253420848,-7.32525696452256
5.6,90,100,-6.54203495428183,-7.14637795527462
5.6,90,102,-6.85981989480192,-6.9983348769923
5.6,90,104,-7.18282590815416,-6.87462419892951
5.6,90,106,-7.51225847714122,-6.76838205028771
5.6,90,108,-7.84928976585767,-6.67282527306033
5.6,90,110,-8.19422641801976,-6.58181751437946
5.6,90,112,-8.54543760663236,-6.49052430800677
5.6,90,114,-8.89810639273773,-6.39608004966701
5.6,90,116,-9.24300830428493,-6.2981598882128
5.6,90,118,-9.56576604694172,-6.19934474301745
5.6,90,120,-9.84732607650151,-6.10519461873269
5.6,90,122,-10.0665028117952,-6.02399780663154
5.6,90,124,-10.2048800101629,-5.96622322607821
5.6,90,126,-10.2529023792166,-5.94374835484517
5.6,90,128,-10.2144267380225,-5.96895100577776
5.6,90,130,-10.1070684633192,-6.05373706426657
5.6,90,132,-9.95800282294875,-6.20853629174342
5.6,90,134,-9.79751623726765,-6.44124703062106
5.6,90,136,-9.65321458103059,-6.75605965251219
5.6,90,138,-9.54645746931032,-7.15204699351402
5.6,90,140,-9.49101841753314,-7.62138944448364
5.6,90,142,-9.49325247975386,-8.14713135350562
5.6,90,144,-9.55309992692069,-8.70052100347078
5.6,90,146,-9.66558123544481,-9.23844616015514
5.6,90,148,-9.8227063908513,-9.70252166142321
5.6,90,150,-10.0157955515662,-10.0230247329525
5.6,90,152,-10.2380772187177,-10.1315944197237
5.6,90,154,-10.4871848941759,-9.98254255008618
5.6,90,156,-10.7670045524894,-9.57265513399988
5.6,90,158,-11.0884286658025,-8.94435254664047
5.6,90,160,-11.4689693785064,-8.16897327267267
5.6,90,162,-11.9316551248096,-7.32339222385117
5.6,90,164,-12.5039041755548,-6.47385666034782
5.6,90,166,-13.2170452682209,-5.67029989172794
5.6,90,168,-14.106967649798,-4.94735152726967
5.6,90,170,-15.2161762177431,-4.32780495421425
5.6,90,172,-16.5971351017965,-3.82621169028241
5.6,90,174,-18.3147668608106,-3.45179981563929
5.6,90,176,-20.4346077262916,-3.21063563024459
5.6,90,178,-22.9224889580395,-3.10718177245503
5.6,90,180,-25.1627185761764,-3.14543599780702
